Season,Name,death,min,max,mean,multiply,min_death,max_death,mean_death,multiply_death,death_prediction,death_prediction_probability
winter,PISCES,True,0.97469723,0.9925325,0.98905253,-0.3307246097138139,0.02530277000000003,0.00746749999999996,0.01094746999999996,1.330724609713814,False,0.3361918588656069
winter,PISCES,True,0.9695483,0.9925325,0.9887584,-0.3397949228936262,0.03045169999999997,0.00746749999999996,0.011241599999999963,1.3397949228936261,False,0.3388282413793976
winter,GLORY,True,0.9724636,0.992555,0.98874307,-0.3402228963044721,0.027536400000000016,0.007445000000000035,0.011256930000000054,1.3402228963044722,False,0.3389659151102805
winter,GLORY,False,0.9724636,0.99255735,0.9886998,-0.3415561157270567,0.027536400000000016,0.007442649999999995,0.011300199999999982,1.3415561157270566,False,0.3393546493160188
winter,PISCES,True,0.9695483,0.9925325,0.98826534,-0.3548105128128827,0.03045169999999997,0.00746749999999996,0.011734660000000008,1.3548105128128827,False,0.3432691015657113
winter,ELPIDA,True,0.97126323,0.9925486,0.98795396,-0.3642172917907988,0.028736769999999967,0.007451399999999997,0.01204603999999998,1.3642172917907989,False,0.346086897123691
winter,ELPIDA,True,0.9695093,0.9925486,0.98778355,-0.3694720657839656,0.03049069999999998,0.007451399999999997,0.012216450000000045,1.3694720657839656,False,0.34763319662657466
winter,ELPIDA,True,0.9695093,0.9925486,0.98767245,-0.3728550593996045,0.03049069999999998,0.007451399999999997,0.012327549999999965,1.3728550593996045,False,0.34864287858874105
winter,MAYA,True,0.96778643,0.992592,0.98764265,-0.3738577945218352,0.032213570000000025,0.00740799999999997,0.012357350000000045,1.373857794521835,False,0.3489139093400512
winter,MAYA,True,0.96778643,0.99257714,0.98754245,-0.3769001953575703,0.032213570000000025,0.007422860000000031,0.01245755000000004,1.3769001953575704,False,0.34982586327228826
winter,MOSCOW,True,0.96811104,0.9925548,0.98740804,-0.3811303179143807,0.031888959999999966,0.007445200000000041,0.012591959999999958,1.3811303179143808,False,0.35105069623788204
winter,MOSCOW,False,0.96811104,0.9925747,0.9872162,-0.3869688313997907,0.031888959999999966,0.007425299999999968,0.012783800000000012,1.3869688313997908,False,0.352801836900855
winter,MOSCOW,False,0.96811104,0.9925747,0.9872162,-0.3869688313997907,0.031888959999999966,0.007425299999999968,0.012783800000000012,1.3869688313997908,False,0.352801836900855
winter,NEVADA,False,0.97224,0.9925237,0.98684037,-0.3980592991479117,0.027760000000000007,0.007476299999999991,0.013159629999999978,1.3980592991479117,False,0.3562422732656467
winter,NEVADA,True,0.97210443,0.9925237,0.9866658,-0.4033843657875138,0.02789556999999998,0.007476299999999991,0.013334199999999963,1.4033843657875138,False,0.3578446006538825
winter,NEVADA,True,0.97210443,0.99253,0.98662204,-0.4047163531401548,0.02789556999999998,0.007469999999999977,0.013377960000000022,1.4047163531401547,False,0.3582466741583505
summer,CONTROL,False,0.9859502,0.9859502,0.98595023,-0.4244838362006841,0.014049800000000001,0.014049800000000001,0.014049769999999961,1.4244838362006842,False,0.3644392677975448
summer,CONTROL,False,0.9859502,0.9859502,0.98595023,-0.4244838362006841,0.014049800000000001,0.014049800000000001,0.014049769999999961,1.4244838362006842,False,0.3644392677975448
summer,CONTROL,False,0.9859502,0.9859502,0.98595023,-0.4244838362006841,0.014049800000000001,0.014049800000000001,0.014049769999999961,1.4244838362006842,False,0.3644392677975448
winter,SINGAPURA,False,0.9597343,0.99256,0.9852291,-0.4480465623876196,0.04026569999999996,0.007440000000000002,0.014770900000000031,1.4480465623876195,False,0.3711250523042269
winter,SINGAPURA,False,0.9597343,0.99256,0.9852291,-0.4480465623876196,0.04026569999999996,0.007440000000000002,0.014770900000000031,1.4480465623876195,False,0.3711250523042269
winter,SINGAPURA,False,0.9597343,0.99256,0.9852291,-0.4480465623876196,0.04026569999999996,0.007440000000000002,0.014770900000000031,1.4480465623876195,False,0.3711250523042269
winter,VENUS,True,0.91928744,0.99251354,0.98511916,-0.4528256295376073,0.08071256000000004,0.007486459999999973,0.014880840000000006,1.4528256295376072,False,0.37214755443124925
winter,VENUS,True,0.91928744,0.99251354,0.9848429,-0.4612453804943615,0.08071256000000004,0.007486459999999973,0.015157100000000034,1.4612453804943615,False,0.37472043349177675
winter,VENUS,True,0.91928744,0.99251354,0.9847953,-0.4626977045722198,0.08071256000000004,0.007486459999999973,0.01520469999999996,1.4626977045722198,False,0.37516423727958786
winter,BRADY,True,0.970237,0.9922924,0.98437274,-0.4732083627252384,0.029762999999999984,0.007707600000000037,0.01562726000000003,1.4732083627252384,False,0.37911006022258403
winter,BRADY,True,0.970237,0.9922924,0.98437274,-0.4732083627252384,0.029762999999999984,0.007707600000000037,0.01562726000000003,1.4732083627252384,False,0.37911006022258403
winter,BRADY,True,0.970237,0.9922924,0.984307,-0.4752072193051042,0.029762999999999984,0.007707600000000037,0.015692999999999957,1.4752072193051042,False,0.3797248729592301
summer,PISCES,False,0.96278584,0.9924601,0.9840046,-0.4849965645923407,0.037214159999999996,0.007539900000000044,0.015995399999999993,1.4849965645923406,False,0.38255604434145024
summer,PISCES,False,0.96278584,0.9924601,0.9840046,-0.4849965645923407,0.037214159999999996,0.007539900000000044,0.015995399999999993,1.4849965645923406,False,0.38255604434145024
summer,PISCES,False,0.96278584,0.9924065,0.98396456,-0.4862099788102432,0.037214159999999996,0.007593500000000031,0.016035440000000012,1.4862099788102432,False,0.3829312786561922
summer,VENICE,True,0.9308199,0.9923166,0.98190135,-0.5522278895752136,0.06918009999999997,0.007683400000000007,0.018098649999999994,1.5522278895752137,False,0.4023604409043081
summer,ELPIDA,False,0.9641373,0.9923508,0.98168,-0.5560508176595014,0.035862700000000025,0.007649200000000023,0.018320000000000003,1.5560508176595014,False,0.4044533463051832
summer,ELPIDA,False,0.9641373,0.9923508,0.981669,-0.5563709829015083,0.035862700000000025,0.007649200000000023,0.018330999999999986,1.5563709829015084,False,0.40455738389372603
summer,ELPIDA,False,0.9641373,0.9923861,0.98159134,-0.558743885613883,0.035862700000000025,0.007613899999999951,0.018408659999999966,1.5587438856138829,False,0.4052919671563716
summer,MOSCOW,False,0.9570484,0.9923875,0.98067856,-0.5874048678485905,0.04295159999999998,0.007612500000000022,0.019321440000000023,1.5874048678485906,False,0.41393429869201154
summer,MOSCOW,False,0.9570484,0.9923875,0.98067856,-0.5874048678485905,0.04295159999999998,0.007612500000000022,0.019321440000000023,1.5874048678485906,False,0.41393429869201154
summer,MOSCOW,False,0.9570484,0.9923875,0.98067856,-0.5874048678485905,0.04295159999999998,0.007612500000000022,0.019321440000000023,1.5874048678485906,False,0.41393429869201154
summer,VENICE,True,0.90194356,0.9923166,0.9804917,-0.5979635421234561,0.09805644000000002,0.007683400000000007,0.019508300000000034,1.5979635421234561,False,0.4157049297065051
summer,VENICE,True,0.90194356,0.9923166,0.9804917,-0.5979635421234561,0.09805644000000002,0.007683400000000007,0.019508300000000034,1.5979635421234561,False,0.4157049297065051
summer,GLORY,False,0.96161777,0.9923817,0.9795965,-0.6199625673315293,0.03838222999999996,0.007618299999999967,0.02040350000000002,1.6199625673315294,False,0.42419039802925085
summer,GLORY,False,0.96161777,0.9923817,0.9795965,-0.6199625673315293,0.03838222999999996,0.007618299999999967,0.02040350000000002,1.6199625673315294,False,0.42419039802925085
summer,GLORY,False,0.96161777,0.9923524,0.9795841,-0.6203391403712121,0.03838222999999996,0.007647599999999977,0.020415900000000042,1.620339140371212,False,0.42430794436349323
summer,NEVADA,True,0.9547708,0.9913305,0.9792997,-0.6287195648862622,0.04522919999999997,0.008669499999999997,0.020700300000000005,1.6287195648862622,False,0.4270037963201819
summer,NEVADA,True,0.9547708,0.9913305,0.9792901,-0.6290245105747829,0.04522919999999997,0.008669499999999997,0.020709899999999948,1.629024510574783,False,0.427094789542591
summer,BRADY,False,0.9664823,0.99047375,0.97877663,-0.644219596439783,0.033517699999999984,0.009526249999999958,0.021223369999999964,1.644219596439783,False,0.4319607138332482
summer,BRADY,False,0.9664823,0.99047375,0.97877663,-0.644219596439783,0.033517699999999984,0.009526249999999958,0.021223369999999964,1.644219596439783,False,0.4319607138332482
summer,BRADY,False,0.9664823,0.99047375,0.97877663,-0.644219596439783,0.033517699999999984,0.009526249999999958,0.021223369999999964,1.644219596439783,False,0.4319607138332482
summer,SINGAPURA,False,0.95119745,0.99168533,0.97845185,-0.6562806935827108,0.04880255,0.008314669999999968,0.021548149999999988,1.6562806935827108,False,0.4350370828978104
summer,SINGAPURA,False,0.9242056,0.99168533,0.9773988,-0.6906828940289162,0.07579440000000004,0.008314669999999968,0.022601199999999988,1.6906828940289162,False,0.44499915011077595
summer,SINGAPURA,False,0.9242056,0.99168533,0.9773988,-0.6906828940289162,0.07579440000000004,0.008314669999999968,0.022601199999999988,1.6906828940289162,False,0.44499915011077595
summer,TINA,False,0.84720296,0.9917535,0.9772225,-0.7039252447410889,0.15279704000000005,0.008246500000000045,0.022777500000000006,1.7039252447410889,False,0.44666450577688604
summer,TINA,False,0.84720296,0.9917535,0.9772225,-0.7039252447410889,0.15279704000000005,0.008246500000000045,0.022777500000000006,1.7039252447410889,False,0.44666450577688604
summer,ELEONORA,True,0.7740299,0.99220693,0.97686857,-0.7311109478093485,0.22597009999999995,0.0077930699999999575,0.023131429999999953,1.7311109478093485,False,0.4500051223536792
summer,TINA,True,0.83653414,0.9917535,0.97663975,-0.7236552740221924,0.16346585999999996,0.008246500000000045,0.02336024999999997,1.7236552740221924,False,0.4521628126417522
summer,CHARLESTON,False,0.9597099,0.9915165,0.9764098,-0.7173290123772317,0.040290099999999995,0.008483499999999977,0.023590200000000006,1.7173290123772316,False,0.45432938834658954
summer,CHARLESTON,True,0.9597099,0.9915165,0.9764098,-0.7173290123772317,0.040290099999999995,0.008483499999999977,0.023590200000000006,1.7173290123772316,False,0.45432938834658954
summer,NEVADA,True,0.91518074,0.9913305,0.97609484,-0.7303193149487757,0.08481925999999995,0.008669499999999997,0.02390515999999998,1.7303193149487757,False,0.4572938285707255
summer,CHARLESTON,False,0.9597099,0.9915165,0.9760796,-0.7273958151093532,0.040290099999999995,0.008483499999999977,0.023920399999999953,1.7273958151093534,False,0.45743717397683153
summer,ELEONORA,True,0.76151365,0.99220693,0.9759486,-0.7629974987328376,0.23848634999999996,0.0077930699999999575,0.024051399999999945,1.7629974987328376,False,0.45866896592897366
summer,ELEONORA,True,0.76151365,0.99220693,0.97591496,-0.763863557045405,0.23848634999999996,0.0077930699999999575,0.024085040000000002,1.763863557045405,False,0.4589851721537367
summer,MAYA,True,0.4669968,0.9921865,0.9546736,-1.6227736354818758,0.5330032,0.007813500000000029,0.04532639999999999,2.6227736354818756,True,0.6399133858394568
summer,MAYA,True,0.44257772,0.9923061,0.95138365,-1.7623873659447278,0.5574222799999999,0.007693900000000031,0.048616349999999975,2.762387365944728,True,0.663572153345184
summer,MAYA,True,0.44257772,0.9923061,0.95138365,-1.7623873659447278,0.5574222799999999,0.007693900000000031,0.048616349999999975,2.762387365944728,True,0.663572153345184
winter,INGY,True,0.107044995,0.992579,0.9363993,-3.5903511884341865,0.892955005,0.007421000000000011,0.06360069999999995,4.5903511884341865,True,0.7553538720206034
winter,INGY,True,0.107044995,0.992579,0.9363993,-3.5903511884341865,0.892955005,0.007421000000000011,0.06360069999999995,4.5903511884341865,True,0.7553538720206034
winter,INGY,True,0.107044995,0.992579,0.9363993,-3.5903511884341865,0.892955005,0.007421000000000011,0.06360069999999995,4.5903511884341865,True,0.7553538720206034
summer,LEANNE,True,0.13214153,0.99232507,0.90892816,-4.671308831355421,0.86785847,0.007674929999999969,0.09107184000000002,5.671308831355421,True,0.8641833127644227
summer,LEANNE,True,0.13214153,0.99232507,0.90892816,-4.671308831355421,0.86785847,0.007674929999999969,0.09107184000000002,5.671308831355421,True,0.8641833127644227
summer,LEANNE,True,0.13214153,0.99232507,0.90892816,-4.671308831355421,0.86785847,0.007674929999999969,0.09107184000000002,5.671308831355421,True,0.8641833127644227
summer,INGY,True,0.13241106,0.991912,0.90522873,-4.905757124881371,0.86758894,0.008087999999999984,0.09477126999999996,5.905757124881371,True,0.8742881312394329
summer,INGY,True,0.13241106,0.991912,0.90522873,-4.905757124881371,0.86758894,0.008087999999999984,0.09477126999999996,5.905757124881371,True,0.8742881312394329
summer,INGY,True,0.13241106,0.991912,0.90522873,-4.905757124881371,0.86758894,0.008087999999999984,0.09477126999999996,5.905757124881371,True,0.8742881312394329
summer,VENUS,True,0.17050594,0.99180543,0.8896329,-5.600296647530159,0.82949406,0.008194570000000012,0.11036710000000005,6.600296647530159,True,0.9085982609229484
summer,VENUS,True,0.17050594,0.99180543,0.8896329,-5.600296647530159,0.82949406,0.008194570000000012,0.11036710000000005,6.600296647530159,True,0.9085982609229484
summer,VENUS,True,0.17050594,0.99180543,0.8896329,-5.600296647530159,0.82949406,0.008194570000000012,0.11036710000000005,6.600296647530159,True,0.9085982609229484
winter,GLOBE,True,0.107044995,0.99244875,0.88872117,-6.450996287451401,0.892955005,0.007551250000000009,0.11127883000000005,7.450996287451401,True,0.9102534746144478
winter,GLOBE,True,0.107044995,0.99244875,0.88872117,-6.450996287451401,0.892955005,0.007551250000000009,0.11127883000000005,7.450996287451401,True,0.9102534746144478
winter,GLOBE,True,0.107044995,0.99244875,0.88872117,-6.450996287451401,0.892955005,0.007551250000000009,0.11127883000000005,7.450996287451401,True,0.9102534746144478
winter,FORSTER,True,0.104457915,0.99255216,0.8874073,-6.6157727413044185,0.895542085,0.007447839999999983,0.11259269999999999,7.6157727413044185,True,0.9125803345237425
winter,FORSTER,True,0.104457915,0.99255216,0.8874073,-6.6157727413044185,0.895542085,0.007447839999999983,0.11259269999999999,7.6157727413044185,True,0.9125803345237425
winter,FORSTER,True,0.104457915,0.99255216,0.8874073,-6.6157727413044185,0.895542085,0.007447839999999983,0.11259269999999999,7.6157727413044185,True,0.9125803345237425
winter,ANNA,True,0.10408175,0.99258393,0.88699645,-6.640840711714973,0.89591825,0.007416069999999997,0.11300354999999995,7.640840711714973,True,0.9132941000476962
winter,ANNA,True,0.10408175,0.99258393,0.88699645,-6.640840711714973,0.89591825,0.007416069999999997,0.11300354999999995,7.640840711714973,True,0.9132941000476962
winter,ANNA,True,0.10408175,0.99258393,0.88699645,-6.640840711714973,0.89591825,0.007416069999999997,0.11300354999999995,7.640840711714973,True,0.9132941000476962
summer,ANNA,True,0.11075181,0.99247104,0.8722547,-7.301171646974319,0.88924819,0.007528960000000029,0.12774529999999995,8.301171646974318,True,0.9350842176890841
summer,ANNA,True,0.11075181,0.99247104,0.8722547,-7.301171646974319,0.88924819,0.007528960000000029,0.12774529999999995,8.301171646974318,True,0.9350842176890841
summer,ANNA,True,0.11075181,0.99247104,0.8722547,-7.301171646974319,0.88924819,0.007528960000000029,0.12774529999999995,8.301171646974318,True,0.9350842176890841
summer,FORSTER,True,0.12087715,0.9923992,0.8706859,-7.173836557015318,0.87912285,0.007600799999999963,0.1293141,8.173836557015317,True,0.9370217100967387
summer,FORSTER,True,0.12087715,0.9923992,0.8706859,-7.173836557015318,0.87912285,0.007600799999999963,0.1293141,8.173836557015317,True,0.9370217100967387
summer,FORSTER,True,0.12087715,0.9923992,0.8706859,-7.173836557015318,0.87912285,0.007600799999999963,0.1293141,8.173836557015317,True,0.9370217100967387
winter,ORPHEUS,True,0.112012744,0.9924959,0.86342686,-7.43037702326275,0.887987256,0.0075041000000000135,0.13657313999999998,8.43037702326275,True,0.9452005201491588
winter,ORPHEUS,True,0.112012744,0.9924959,0.86342686,-7.43037702326275,0.887987256,0.0075041000000000135,0.13657313999999998,8.43037702326275,True,0.9452005201491588
summer,GLOBE,True,0.13241106,0.9904824,0.8586329,-7.298478844963749,0.86758894,0.009517600000000015,0.14136709999999997,8.29847884496375,True,0.9499652490227198
summer,GLOBE,True,0.13241106,0.9904824,0.8586329,-7.298478844963749,0.86758894,0.009517600000000015,0.14136709999999997,8.29847884496375,True,0.9499652490227198
summer,GLOBE,True,0.13241106,0.9904824,0.8586329,-7.298478844963749,0.86758894,0.009517600000000015,0.14136709999999997,8.29847884496375,True,0.9499652490227198
summer,ORPHEUS,True,0.10670465,0.9922866,0.68652743,-17.31995772731104,0.89329535,0.007713399999999981,0.31347256999999995,18.31995772731104,True,0.9977202548674601
summer,ORPHEUS,True,0.10670465,0.9922866,0.68652743,-17.31995772731104,0.89329535,0.007713399999999981,0.31347256999999995,18.31995772731104,True,0.9977202548674601
summer,ORPHEUS,True,0.10670465,0.9922866,0.68652743,-17.31995772731104,0.89329535,0.007713399999999981,0.31347256999999995,18.31995772731104,True,0.9977202548674601
