Season,Name,death,min,max,mean,multiply,multiply_death,death_prediction,death_prediction_probability
winter,VENICE,False,0.975642,0.99257755,0.9910572,-0.2696833721405148,1.2696833721405147,False,0.1432929161756516
summer,JADE,False,0.9885067,0.9919763,0.9910296,-0.2703374799519576,1.2703374799519576,False,0.15087682802302996
summer,JADE,True,0.9885067,0.9919763,0.9909847,-0.2716993439881007,1.2716993439881006,False,0.17422590613535527
summer,JADE,True,0.9885067,0.9919763,0.99098325,-0.271742307653455,1.2717423076534549,False,0.17446438268385536
summer,CONTROL,False,0.9908837,0.9908837,0.9908835,-0.2747429901298181,1.2747429901298182,False,0.1911201403853134
summer,CONTROL,False,0.9908837,0.9908837,0.9908835,-0.2747429901298181,1.2747429901298182,False,0.1911201403853134
summer,CONTROL,False,0.9908837,0.9908837,0.9908835,-0.2747429901298181,1.2747429901298182,False,0.1911201403853134
summer,CONTROL,False,0.9908837,0.9908837,0.9908835,-0.2747429901298181,1.2747429901298182,False,0.1911201403853134
summer,CONTROL,False,0.9908837,0.9908837,0.9908835,-0.2747429901298181,1.2747429901298182,False,0.1911201403853134
winter,ELEONORA,True,0.9812018,0.99257874,0.9906928,-0.2806322724886484,1.2806322724886483,False,0.22380952380952382
winter,ELEONORA,False,0.9812018,0.99257874,0.99030215,-0.2925118637839847,1.2925118637839847,False,0.22380952380952382
winter,ELEONORA,False,0.9812018,0.99257874,0.99030215,-0.2925118637839847,1.2925118637839847,False,0.22380952380952382
summer,ELOANE,False,0.98453295,0.9920266,0.9903977,-0.2895298857222801,1.2895298857222801,False,0.22380952380952382
summer,ELOANE,True,0.98453295,0.9920266,0.9903977,-0.2895298857222801,1.2895298857222801,False,0.22380952380952382
summer,ELOANE,False,0.98453295,0.9920266,0.9903977,-0.2895298857222801,1.2895298857222801,False,0.22380952380952382
winter,TOKYO,False,0.9811559,0.99256235,0.9898056,-0.3075857973002919,1.307585797300292,False,0.22380952380952382
winter,TOKYO,False,0.9836642,0.99256235,0.9901087,-0.2983564334071722,1.2983564334071722,False,0.22380952380952382
winter,TOKYO,False,0.97841066,0.99256235,0.9894427,-0.3186558249649416,1.3186558249649416,False,0.28121970096198873
winter,GLORY,False,0.9724636,0.99255735,0.9886998,-0.3415561157270567,1.3415561157270566,False,0.34380952380952384
winter,MAYA,True,0.96778643,0.992592,0.98764265,-0.3738577945218352,1.373857794521835,False,0.34380952380952384
winter,MAYA,True,0.96778643,0.99257714,0.98754245,-0.3769001953575703,1.3769001953575704,False,0.34380952380952384
winter,MOSCOW,False,0.96811104,0.9925747,0.9872162,-0.3869688313997907,1.3869688313997908,False,0.34380952380952384
winter,NEVADA,False,0.97224,0.9925237,0.98684037,-0.3980592991479117,1.3980592991479117,False,0.34380952380952384
winter,MOSCOW,False,0.96811104,0.9925747,0.9872162,-0.3869688313997907,1.3869688313997908,False,0.34380952380952384
winter,MOSCOW,True,0.96811104,0.9925548,0.98740804,-0.3811303179143807,1.3811303179143808,False,0.34380952380952384
winter,ELPIDA,True,0.9695093,0.9925486,0.98767245,-0.3728550593996045,1.3728550593996045,False,0.34380952380952384
winter,GLORY,True,0.9724636,0.992555,0.98874307,-0.3402228963044721,1.3402228963044722,False,0.34380952380952384
winter,PISCES,True,0.9695483,0.9925325,0.98826534,-0.3548105128128827,1.3548105128128827,False,0.34380952380952384
winter,PISCES,True,0.97469723,0.9925325,0.98905253,-0.3307246097138139,1.330724609713814,False,0.34380952380952384
winter,PISCES,True,0.9695483,0.9925325,0.9887584,-0.3397949228936262,1.3397949228936261,False,0.34380952380952384
winter,ELPIDA,True,0.9695093,0.9925486,0.98778355,-0.3694720657839656,1.3694720657839656,False,0.34380952380952384
winter,ELPIDA,True,0.97126323,0.9925486,0.98795396,-0.3642172917907988,1.3642172917907989,False,0.34380952380952384
winter,NEVADA,True,0.97210443,0.9925237,0.9866658,-0.4033843657875138,1.4033843657875138,False,0.3567738557307636
winter,NEVADA,True,0.97210443,0.99253,0.98662204,-0.4047163531401548,1.4047163531401547,False,0.3600166932994252
summer,CONTROL,False,0.9859502,0.9859502,0.98595023,-0.4244838362006841,1.4244838362006842,False,0.40814232796065325
summer,CONTROL,False,0.9859502,0.9859502,0.98595023,-0.4244838362006841,1.4244838362006842,False,0.40814232796065325
summer,CONTROL,False,0.9859502,0.9859502,0.98595023,-0.4244838362006841,1.4244838362006842,False,0.40814232796065325
winter,SINGAPURA,False,0.9597343,0.99256,0.9852291,-0.4480465623876196,1.4480465623876195,False,0.4655078078562321
winter,SINGAPURA,False,0.9597343,0.99256,0.9852291,-0.4480465623876196,1.4480465623876195,False,0.4655078078562321
winter,SINGAPURA,False,0.9597343,0.99256,0.9852291,-0.4480465623876196,1.4480465623876195,False,0.4655078078562321
winter,VENUS,True,0.91928744,0.99251354,0.98511916,-0.4528256295376073,1.4528256295376072,False,0.49233753188270085
winter,VENUS,True,0.91928744,0.99251354,0.9848429,-0.4612453804943615,1.4612453804943615,True,0.5191074794819311
winter,VENUS,True,0.91928744,0.99251354,0.9847953,-0.4626977045722198,1.4626977045722198,True,0.5237250316709515
summer,VENICE,True,0.90194356,0.9923166,0.9804917,-0.5979635421234561,1.5979635421234561,True,0.5571428571428572
summer,NEVADA,True,0.9547708,0.9913305,0.9792901,-0.6290245105747829,1.629024510574783,True,0.5571428571428572
summer,MOSCOW,False,0.9570484,0.9923875,0.98067856,-0.5874048678485905,1.5874048678485906,True,0.5571428571428572
summer,NEVADA,True,0.9547708,0.9913305,0.9792997,-0.6287195648862622,1.6287195648862622,True,0.5571428571428572
summer,PISCES,False,0.96278584,0.9924601,0.9840046,-0.4849965645923407,1.4849965645923406,True,0.5571428571428572
summer,PISCES,False,0.96278584,0.9924601,0.9840046,-0.4849965645923407,1.4849965645923406,True,0.5571428571428572
summer,VENICE,True,0.9308199,0.9923166,0.98190135,-0.5522278895752136,1.5522278895752137,True,0.5571428571428572
summer,VENICE,True,0.90194356,0.9923166,0.9804917,-0.5979635421234561,1.5979635421234561,True,0.5571428571428572
summer,MOSCOW,False,0.9570484,0.9923875,0.98067856,-0.5874048678485905,1.5874048678485906,True,0.5571428571428572
summer,MOSCOW,False,0.9570484,0.9923875,0.98067856,-0.5874048678485905,1.5874048678485906,True,0.5571428571428572
summer,PISCES,False,0.96278584,0.9924065,0.98396456,-0.4862099788102432,1.4862099788102432,True,0.5571428571428572
summer,SINGAPURA,False,0.9242056,0.99168533,0.9773988,-0.6906828940289162,1.6906828940289162,True,0.5571428571428572
summer,SINGAPURA,False,0.9242056,0.99168533,0.9773988,-0.6906828940289162,1.6906828940289162,True,0.5571428571428572
summer,SINGAPURA,False,0.95119745,0.99168533,0.97845185,-0.6562806935827108,1.6562806935827108,True,0.5571428571428572
winter,BRADY,True,0.970237,0.9922924,0.984307,-0.4752072193051042,1.4752072193051042,True,0.5571428571428572
summer,BRADY,False,0.9664823,0.99047375,0.97877663,-0.644219596439783,1.644219596439783,True,0.5571428571428572
winter,BRADY,True,0.970237,0.9922924,0.98437274,-0.4732083627252384,1.4732083627252384,True,0.5571428571428572
winter,BRADY,True,0.970237,0.9922924,0.98437274,-0.4732083627252384,1.4732083627252384,True,0.5571428571428572
summer,BRADY,False,0.9664823,0.99047375,0.97877663,-0.644219596439783,1.644219596439783,True,0.5571428571428572
summer,BRADY,False,0.9664823,0.99047375,0.97877663,-0.644219596439783,1.644219596439783,True,0.5571428571428572
summer,ELPIDA,False,0.9641373,0.9923861,0.98159134,-0.558743885613883,1.5587438856138829,True,0.5571428571428572
summer,ELPIDA,False,0.9641373,0.9923508,0.981669,-0.5563709829015083,1.5563709829015084,True,0.5571428571428572
summer,ELPIDA,False,0.9641373,0.9923508,0.98168,-0.5560508176595014,1.5560508176595014,True,0.5571428571428572
summer,GLORY,False,0.96161777,0.9923817,0.9795965,-0.6199625673315293,1.6199625673315294,True,0.5571428571428572
summer,GLORY,False,0.96161777,0.9923524,0.9795841,-0.6203391403712121,1.620339140371212,True,0.5571428571428572
summer,GLORY,False,0.96161777,0.9923817,0.9795965,-0.6199625673315293,1.6199625673315294,True,0.5571428571428572
summer,TINA,False,0.84720296,0.9917535,0.9772225,-0.7039252447410889,1.7039252447410889,True,0.6226535581233834
summer,TINA,False,0.84720296,0.9917535,0.9772225,-0.7039252447410889,1.7039252447410889,True,0.6226535581233834
summer,CHARLESTON,False,0.9597099,0.9915165,0.9764098,-0.7173290123772317,1.7173290123772316,True,0.6910467372281038
summer,CHARLESTON,True,0.9597099,0.9915165,0.9764098,-0.7173290123772317,1.7173290123772316,True,0.6910467372281038
summer,TINA,True,0.83653414,0.9917535,0.97663975,-0.7236552740221924,1.7236552740221924,True,0.7233267018986675
summer,CHARLESTON,False,0.9597099,0.9915165,0.9760796,-0.7273958151093532,1.7273958151093534,True,0.7424129396989212
summer,NEVADA,True,0.91518074,0.9913305,0.97609484,-0.7303193149487757,1.7303193149487757,True,0.7574043236976616
summer,ELEONORA,True,0.7740299,0.99220693,0.97686857,-0.7311109478093485,1.7311109478093485,True,0.7614637294957523
summer,ELEONORA,True,0.76151365,0.99220693,0.9759486,-0.7629974987328376,1.7629974987328376,True,0.7672297632270312
summer,ELEONORA,True,0.76151365,0.99220693,0.97591496,-0.763863557045405,1.763863557045405,True,0.7673863722455325
summer,MAYA,True,0.4669968,0.9921865,0.9546736,-1.6227736354818758,2.6227736354818756,True,0.9227027780958711
summer,MAYA,True,0.44257772,0.9923061,0.95138365,-1.7623873659447278,2.762387365944728,True,0.926242758057086
summer,MAYA,True,0.44257772,0.9923061,0.95138365,-1.7623873659447278,2.762387365944728,True,0.926242758057086
winter,INGY,True,0.107044995,0.992579,0.9363993,-3.5903511884341865,4.5903511884341865,True,0.9725917473720017
winter,INGY,True,0.107044995,0.992579,0.9363993,-3.5903511884341865,4.5903511884341865,True,0.9725917473720017
winter,INGY,True,0.107044995,0.992579,0.9363993,-3.5903511884341865,4.5903511884341865,True,0.9725917473720017
winter,ANNA,True,0.10408175,0.99258393,0.88699645,-6.640840711714973,7.640840711714973,True,1.0
winter,ANNA,True,0.10408175,0.99258393,0.88699645,-6.640840711714973,7.640840711714973,True,1.0
summer,ORPHEUS,True,0.10670465,0.9922866,0.68652743,-17.31995772731104,18.31995772731104,True,1.0
summer,ORPHEUS,True,0.10670465,0.9922866,0.68652743,-17.31995772731104,18.31995772731104,True,1.0
summer,INGY,True,0.13241106,0.991912,0.90522873,-4.905757124881371,5.905757124881371,True,1.0
summer,ORPHEUS,True,0.10670465,0.9922866,0.68652743,-17.31995772731104,18.31995772731104,True,1.0
summer,GLOBE,True,0.13241106,0.9904824,0.8586329,-7.298478844963749,8.29847884496375,True,1.0
summer,GLOBE,True,0.13241106,0.9904824,0.8586329,-7.298478844963749,8.29847884496375,True,1.0
summer,INGY,True,0.13241106,0.991912,0.90522873,-4.905757124881371,5.905757124881371,True,1.0
summer,INGY,True,0.13241106,0.991912,0.90522873,-4.905757124881371,5.905757124881371,True,1.0
summer,ANNA,True,0.11075181,0.99247104,0.8722547,-7.301171646974319,8.301171646974318,True,1.0
summer,ANNA,True,0.11075181,0.99247104,0.8722547,-7.301171646974319,8.301171646974318,True,1.0
summer,ANNA,True,0.11075181,0.99247104,0.8722547,-7.301171646974319,8.301171646974318,True,1.0
summer,GLOBE,True,0.13241106,0.9904824,0.8586329,-7.298478844963749,8.29847884496375,True,1.0
winter,ORPHEUS,True,0.112012744,0.9924959,0.86342686,-7.43037702326275,8.43037702326275,True,1.0
winter,ORPHEUS,True,0.112012744,0.9924959,0.86342686,-7.43037702326275,8.43037702326275,True,1.0
winter,FORSTER,True,0.104457915,0.99255216,0.8874073,-6.6157727413044185,7.6157727413044185,True,1.0
winter,ANNA,True,0.10408175,0.99258393,0.88699645,-6.640840711714973,7.640840711714973,True,1.0
winter,FORSTER,True,0.104457915,0.99255216,0.8874073,-6.6157727413044185,7.6157727413044185,True,1.0
winter,FORSTER,True,0.104457915,0.99255216,0.8874073,-6.6157727413044185,7.6157727413044185,True,1.0
winter,GLOBE,True,0.107044995,0.99244875,0.88872117,-6.450996287451401,7.450996287451401,True,1.0
winter,GLOBE,True,0.107044995,0.99244875,0.88872117,-6.450996287451401,7.450996287451401,True,1.0
winter,GLOBE,True,0.107044995,0.99244875,0.88872117,-6.450996287451401,7.450996287451401,True,1.0
summer,LEANNE,True,0.13214153,0.99232507,0.90892816,-4.671308831355421,5.671308831355421,True,1.0
summer,LEANNE,True,0.13214153,0.99232507,0.90892816,-4.671308831355421,5.671308831355421,True,1.0
summer,LEANNE,True,0.13214153,0.99232507,0.90892816,-4.671308831355421,5.671308831355421,True,1.0
summer,FORSTER,True,0.12087715,0.9923992,0.8706859,-7.173836557015318,8.173836557015317,True,1.0
summer,FORSTER,True,0.12087715,0.9923992,0.8706859,-7.173836557015318,8.173836557015317,True,1.0
summer,VENUS,True,0.17050594,0.99180543,0.8896329,-5.600296647530159,6.600296647530159,True,1.0
summer,VENUS,True,0.17050594,0.99180543,0.8896329,-5.600296647530159,6.600296647530159,True,1.0
summer,FORSTER,True,0.12087715,0.9923992,0.8706859,-7.173836557015318,8.173836557015317,True,1.0
summer,VENUS,True,0.17050594,0.99180543,0.8896329,-5.600296647530159,6.600296647530159,True,1.0
